Customer Name,Gender,Quantity,Price,City,State,Phone,Email,Zincode,Product,Category,Dealer,Discount,Coupon Code,Date of Order,Date of Delivery,Order ID,Product ID,Order Status,Payment Method,Shipping Fee,Customer Feedback,Returns,Refund Amount,Loyalty Points
George Howell,Female,2,20$,Burnshaven,Illinois,,not-an-email,50059,go,Electronics,Jones-Collins,10,DISCOUNT,2022-05-08,2023-04-14,6b700cd5-0939-49b5-b434-fc90c7fa71ca,9102619510077,Cancelled,Credit Card,0,,,0.0,100
Hannah Hamilton,Women,three,,North Brooke,Maryland,+1-737-657-7264x691,,,town,,Todd-Hill,10,,2023-03-14,2022-12-19,b8f1d386-6083-4c85-8896-18b33949216d,0935730691474,Delivered,Credit Card,5.99,Average,yes,,200
Kimberly Jordan,,2,19.99,Robertsborough,New Hampshire,,,38081,surface,,Cole-Cameron,,12345,2023-01-06,2022-05-25,a357bacc-71fc-4eb1-a4ef-fa6b8b58b21f,5522880974431,,,5.99,,,10.0,
Antonio Guerrero,Women,,20$,South Ashley,Louisiana,,not-an-email,79999,dinner,Clothing,"Smith, Jones and Salazar",5,DISCOUNT,2023-10-03,2023-11-15,ab4f8c20-e680-4016-a69a-d64ec6f9a829,4586829789617,,Credit Card,5.99,,0,,two hundred
Matthew Jones,M,three,20$,Ericamouth,Rhode Island,,fstone@watson-blankenship.org,,west,,"Vaughn, Drake and Medina",10%,12345,2022-05-20,2024-05-23,1ec19033-4ed6-44b2-8fe8-656dacc95c35,3948212210152,,Credit Card,free,,0,10.0,100
Erica Underwood,F,1,100000,Amandafort,Vermont,,,ABCDE,institution,Food,Sullivan-Gonzalez,10%,SAVE10,2022-01-30,2023-01-07,cde031f3-1cce-44f1-9754-3c1ab4f0b737,8637938511029,,,0,,yes,,
Alexandra Rose,M,,20$,Amyville,Tennessee,(823)588-5544x28532,kellyschultz@smith.com,,Republican,Food,Ortega-Smith,5,,2022-05-17,2022-02-13,48bb7398-9862-4202-85d5-e093c76347bd,5173160719466,,Bank Transfer,free,Good,1,0.0,
Ryan Woods,Men,-5,100000,New Nicoletown,Oregon,,hughesbrittany@hotmail.com,ABCDE,interesting,Other,"Hinton, Evans and Cowan",10%,12345,2023-07-04,2024-06-23,499dab3d-b3c9-41c1-acc6-811fb3bfe071,6003139885504,,,5.99,Average,no,-1,200
Melody Henderson,M,1000,0,West Nancyfort,Mississippi,,,,data,Electronics,Diaz-Nguyen,five,SAVE10,2023-06-27,2022-01-06,010aec9d-4fa3-4abf-8842-2bf036472465,2180299682328,Cancelled,Bank Transfer,10.0,Average,,5.0,
Katelyn Nelson,,,20$,Fredshire,Kentucky,123-abc-7890,benjamin10@hancock-graves.com,,leg,Electronics,Brown-Dawson,10,DISCOUNT,2022-05-10,2023-05-18,6c3bad1f-f867-4482-be03-73cb84e6f90f,5626528362465,,Credit Card,,Average,,,
Emily Watkins,Female,4,49.95,Wilsonshire,Iowa,,,,decade,Other,Brown and Sons,,DISCOUNT,2022-07-06,2023-08-11,d6361d2b-e848-49ed-b06a-6544e3d40b63,6378148085260,Pending,PayPal,10.0,Bad,,10.0,
Amber Harrell,Female,2,0,Jonathanhaven,Alabama,,not-an-email,ABCDE,kitchen,Electronics,"Li, Roach and Moran",10%,12345,2023-03-19,2022-07-28,0ce337cf-d72d-4f6b-bbf9-52cf00cbcfc9,6231015617301,,PayPal,,Average,,0.0,100
David Macdonald,F,4,20$,Gravesberg,Minnesota,,waltersdillon@butler.com,,include,Electronics,Bridges Ltd,,12345,2023-07-01,2022-06-18,38799e1c-e303-4b3b-af74-016ce335bcbf,7678334602226,,Credit Card,,Good,,10.0,
Cynthia Petersen,F,3,100000,West Victoria,New Jersey,001-730-787-6134x06387,,,feeling,Other,Wright PLC,,DISCOUNT,2023-06-09,2022-09-25,e21b19d6-f6f1-4875-bcbb-55559b3ad966,2501718984593,,,0,Bad,yes,0.0,
Jeremy Fitzgerald,Men,5,20$,New Daniel,Oklahoma,,not-an-email,,page,Electronics,"Sanders, Buchanan and Lopez",10,,2023-04-18,2023-07-09,863c0240-e7f4-4dd4-b60f-a23ef8557190,5463722658358,,,,Average,1,-1,100
Jennifer Torres,Men,-5,,Lake Candaceview,Alabama,,not-an-email,55324,require,,Hernandez PLC,,12345,2022-01-02,2023-04-07,fc4c1f1c-c321-444a-a26a-2a8358008478,5048512863794,,PayPal,10.0,,0,5.0,100
Bailey Lamb,Female,1,49.95,Port Julie,Indiana,(132)724-8071,lgreene@gmail.com,,executive,,"Scott, Schaefer and Perkins",five,,2022-07-16,2023-10-04,375dae9f-2891-47f3-bfd1-ab088ca757a6,6546075244481,Delivered,,,Bad,no,,
Nicole Jackson,Female,-5,49.95,East Michaelshire,Nevada,123-abc-7890,michele17@adams.com,73454,others,,"Franklin, Young and Malone",10,,2022-12-06,2022-11-16,8cc88ddc-f1f8-41ab-b6c6-bce8ee5413f9,6747210478727,Cancelled,Credit Card,0,Good,,0.0,100
Monique Moore,F,5,,Deannachester,Michigan,,,,measure,,Sosa-West,,,2022-02-19,2024-09-26,d0dd8c14-8727-4fec-ad84-848a1c2da2fe,1085763464794,,Bank Transfer,,,yes,,100
Amanda Mullen,Female,1000,,Boydborough,Nebraska,,,,environmental,,Lee PLC,,,2022-01-31,2024-09-01,c1558340-618e-4cf2-9049-9b111ca71d5d,5359886658009,Delivered,,,,no,5.0,
Julie Pena,,,,Baileyfort,Minnesota,(458)949-1169x76046,not-an-email,ABCDE,create,,"Randall, Harrison and Lewis",10%,,2023-12-19,2024-07-14,bef115d5-50ac-446a-ab05-19684dc872ae,4781588248041,,,10.0,,,,
James Santos,Female,2,49.95,West Jacob,North Dakota,344-792-2284,not-an-email,,successful,Food,"Russell, Lewis and White",,SAVE10,2022-08-11,2023-02-05,09968e9c-3cea-4ab2-9ee9-414e0afe2b3b,0296347551989,,Bank Transfer,5.99,,yes,0.0,200
Elizabeth Smith,Male,1000,-10,Nicoletown,Alaska,748-331-8462x32871,,,include,,Hunt and Sons,,DISCOUNT,2022-12-05,2023-01-05,c5ceecb5-ca4c-4c27-bc4e-404c082dd7b9,9658197363838,,,10.0,,,5.0,
Gary Smith,,,-10,Lake Elizabethstad,Texas,,,82234,able,Food,"Walker, Kim and Ross",,,2022-08-30,2024-02-15,12e447f5-07f9-4da7-9cea-22a0b8791d06,5666474015367,,PayPal,0,,0,5.0,200
Donald Hanson,Male,-5,,Brownside,Wyoming,925-412-0274x85243,,84452,relationship,Clothing,Walters-Davis,10,SAVE10,2023-04-24,2022-05-24,930c7e78-64b2-438e-a58d-0286f787274f,8989637339931,Delivered,PayPal,5.99,,no,0.0,
Kathleen Walters,,-5,20$,South Franklinmouth,Arizona,+1-398-857-0394x679,,ABCDE,risk,Food,Smith Ltd,5,,2022-12-14,2023-03-13,5a8bc118-e3a9-4ac8-83d6-4b987cf9d5a5,1942394460505,Delivered,Credit Card,free,,0,0.0,
Kimberly Payne,,three,-10,East Scottside,Hawaii,123-abc-7890,guzmanjoseph@cox.org,ABCDE,present,,King Group,10%,DISCOUNT,2023-12-04,2024-09-11,073c27f6-a182-4e08-9d34-82ac85fe3d54,1253380992062,Cancelled,Bank Transfer,5.99,,,,
John Lopez,,2,100000,Dunnberg,South Dakota,,,,team,Clothing,Marshall-Martin,10,12345,2022-07-15,2023-11-17,9580a4d6-fcea-4295-91b9-13921d944b42,8284686269728,,,,,,,200
Maria Allen,,1000,100000,North Julie,New Hampshire,001-693-313-4657x97347,,,notice,Food,Smith-Edwards,5,,2023-05-21,2022-07-07,420d8a8f-cfc1-4af4-82e9-a4ed432e050f,2038991864569,,,,,,10.0,100
Jack Scott,Women,,0,Mcleanhaven,Vermont,(048)645-5592x438,vwilliams@ramirez-beck.com,21995,black,Clothing,Cox-Reeves,5,DISCOUNT,2023-09-13,2022-06-22,d7a5d2dc-c075-44cc-b676-d57b60d17a3d,1165069475714,,,,Average,0,0.0,100
Kevin Stewart,Female,,100000,Lake April,California,+1-573-278-0831x305,heathermcintosh@morrison.com,,team,Food,"Fox, Carroll and Park",five,12345,2022-08-22,2024-01-18,e8e73a26-1efa-4f81-ad72-4130297ee22a,3037381831920,Cancelled,Bank Transfer,,Bad,no,0.0,100
Jerry Jackson,Women,3,20$,Jamesberg,South Carolina,,,,idea,Clothing,"Perry, Schultz and Jenkins",5,12345,2023-03-21,2022-11-05,7975f417-4ac5-4d33-ac56-10b915a19deb,6343288865713,Delivered,,5.99,,1,5.0,100
Nancy Perez,Female,,100000,South Melissa,Mississippi,788-556-3930x4632,,ABCDE,reason,Other,"Lowe, Church and Vincent",10%,DISCOUNT,2023-06-30,2022-03-08,284ddd76-17e2-471a-93fc-160b4f215a04,6598424595812,Delivered,PayPal,0,Average,,,
Dr. Cody Douglas,,2,100000,Annettetown,New Jersey,,joyce26@yahoo.com,,there,Electronics,"Padilla, Adams and Williams",10,DISCOUNT,2022-12-15,2022-04-23,c791f7a0-df24-4244-a051-6aa6320f6d28,3100666617356,Delivered,,,,1,-1,100
Nicole Smith,M,5,100000,Port Justinside,Pennsylvania,,nlawson@black-miles.net,ABCDE,itself,,Collier LLC,five,,2022-10-15,2024-12-03,9e42e3fa-b518-45a6-9c2f-35efea053c5c,6918454969245,Delivered,,,Average,yes,0.0,
Teresa Smith,F,three,49.95,Mcneilburgh,Maine,123-abc-7890,gregory78@hotmail.com,,tough,Food,"Meyers, Rodriguez and Randall",10,SAVE10,2022-07-10,2024-05-12,5e98ecdb-23d2-4189-875e-d7e349658a09,2879889135206,,PayPal,free,,,-1,two hundred
Ashley Davis,Women,,,Lauraborough,Alaska,+1-023-543-7882x111,tyler29@castillo.info,,indicate,Clothing,"Evans, Thornton and White",,SAVE10,2023-12-23,2022-09-25,6f3ba3fe-74c7-4a7c-a778-46153244cafa,3747748845902,Cancelled,Bank Transfer,,,no,,100
Travis Santos,Women,1,-10,New Terrencefort,Tennessee,+1-038-850-4375x847,not-an-email,ABCDE,hard,Electronics,Parker-Lewis,five,,2023-02-11,2023-10-16,ca1a1815-c209-45fb-8506-99887e27be1c,5558533353001,Pending,,10.0,Bad,1,-1,
Alexa Rodriguez,Women,,19.99,Fordfort,Massachusetts,,dianamcneil@gmail.com,,future,,"Huang, Joseph and Rice",10%,12345,2022-07-02,2022-07-12,e135f692-7904-4b51-9353-0fa48abd9231,0406449248148,Cancelled,,0,Bad,no,-1,200
Elizabeth Wilson,,three,0,North Michellemouth,Maine,123-abc-7890,,58974,along,Other,Booth Inc,,DISCOUNT,2023-11-15,2023-05-09,27613271-a9bd-4472-91cd-54ed381df105,7849536510668,Pending,PayPal,10.0,Average,,,
Brandon Fox,M,10,,South Stephaniefort,New York,,not-an-email,,then,Food,Thompson-Thomas,,,2022-06-26,2023-12-22,b08efd04-0382-47be-adb4-7217df7d13ed,0333011322916,,Credit Card,5.99,Average,1,5.0,
Sheila Johnson,Men,,,Lake Andrewfort,Tennessee,123-abc-7890,,ABCDE,sometimes,,Hernandez and Sons,,SAVE10,2023-05-29,2023-06-28,a29ea9b4-9cd4-4c88-9ba9-9f0c2d38b399,6160225066992,Cancelled,Credit Card,,,yes,0.0,two hundred
Michael Murray,F,10,-10,Annafurt,Indiana,764-825-9013,,,food,,Martin Group,,DISCOUNT,2022-05-15,2024-10-24,758ee5c4-ae95-40f3-aba4-920e9bdcfbf3,2184119370839,Delivered,,10.0,,1,5.0,100
Kathryn Welch,F,,0,Cummingsborough,New Jersey,,,70795,so,,Harrison Inc,five,,2023-06-10,2022-11-30,35b9d62e-549a-40fd-911c-5eacec88965f,9964734160632,Cancelled,,10.0,Bad,,0.0,200
Christina Martin,Male,3,100000,Aprilmouth,Indiana,,,,population,Food,Schmidt PLC,,,2023-01-11,2022-03-06,2ef7679c-d742-4141-919b-f1c4ad3591fc,8386672283241,Delivered,Bank Transfer,5.99,Bad,,5.0,two hundred
Victoria Robinson,Women,4,,Lake Andrea,Oregon,,,07243,health,,"Washington, Brown and King",,DISCOUNT,2023-04-28,2022-07-23,dd0f9d20-9c93-454a-ac5d-1065cb1e58bb,0856163868083,,Bank Transfer,0,,,5.0,
Monique Butler,F,,19.99,Adamville,Kansas,123-abc-7890,,73991,success,,Wright-Bradley,10,12345,2022-11-05,2022-08-01,4612d388-dafd-46e8-ae8e-ee4a50bfbca2,8756893689045,,Bank Transfer,,,1,,
Tony Allen,Women,10,-10,Lake Kristinaside,Pennsylvania,462-881-9887x43026,andersondanny@garcia-mcintyre.com,ABCDE,sit,Food,"Moore, Moreno and Jensen",,,2022-09-14,2023-04-22,13673632-f09b-4aaa-9f39-9cfef3ce0345,3449495943992,Cancelled,Credit Card,free,,1,,200
Alexander Cooper,Women,three,,West Sarahton,West Virginia,123-abc-7890,,,red,Food,"Garcia, Garcia and Torres",,12345,2023-05-08,2022-07-21,17f72359-73a3-4081-a249-d62174c65c6c,3675830716451,,PayPal,,,,10.0,
Gina Williams,Men,,,Isabellafurt,Utah,414-177-7735x06912,,98697,fact,Electronics,"Byrd, Calhoun and Bailey",10%,DISCOUNT,2022-09-06,2024-03-06,b946e2be-d0e6-4cb7-a9ff-488582a4b2c1,4073260545686,,Bank Transfer,,Good,yes,5.0,200
Stanley Phillips,Female,,-10,New Territown,Hawaii,,,,no,,Clark-Jones,five,DISCOUNT,2023-12-24,2023-12-26,3c050029-8c44-4a2d-a715-0ec826a49bc1,8112470952276,Pending,PayPal,10.0,,,10.0,two hundred
Anthony Marshall,Male,2,100000,West Patriciaburgh,Virginia,123-abc-7890,not-an-email,ABCDE,today,Electronics,Johnson-Cohen,,,2022-11-03,2023-08-20,b8e475ce-09d0-4c00-93df-981856051570,2168503749494,Delivered,,10.0,,no,0.0,
Karen Smith,Female,-5,49.95,West Benjamin,South Dakota,815-581-2253x5628,jnewman@jenkins.com,ABCDE,yourself,,Gilmore-Simmons,,,2023-01-10,2024-05-16,6676cddf-e97e-486d-9846-b7998380b5e7,2537035424559,,Bank Transfer,5.99,Good,no,5.0,200
Samuel Miller,Men,,-10,Port Jamesside,Louisiana,,not-an-email,,data,,Montes Ltd,10%,,2022-07-25,2024-05-03,e8f3dceb-9ce8-4417-88fd-25d423e81c55,9798935533021,Delivered,PayPal,5.99,Average,no,10.0,
Melissa Lambert,F,2,,Tinafurt,Kentucky,519.995.5256x829,,,forward,,Brady-Johnson,,DISCOUNT,2022-12-15,2024-07-12,03f8f607-adbc-46e9-b763-3b9967785224,9568280749268,,Credit Card,free,,1,5.0,two hundred
Cynthia Wood,M,3,-10,Owenhaven,Indiana,001-320-524-9278x164,natasha16@johnson.com,,forget,Food,Hart-Oconnell,10%,DISCOUNT,2022-11-02,2023-11-21,5120ba0d-c0b1-418c-82c9-acbda61d5f7d,9981840304941,Cancelled,PayPal,,Good,,,two hundred
Tracy Simpson,,2,20$,Port Emily,Maryland,123-abc-7890,not-an-email,,break,,"Weber, Smith and Brown",five,DISCOUNT,2022-07-19,2024-12-30,583ec3d6-d4c2-40c6-841c-f384609e1dae,8981061962754,,,5.99,,0,,
Curtis Stephens,,1000,20$,East Deborahberg,Oregon,,,,second,,Jenkins Inc,five,SAVE10,2022-04-04,2024-08-26,020c06f3-4467-4cb6-97a5-bf8c44e3e86c,7370609683564,Cancelled,Bank Transfer,free,Good,yes,-1,two hundred
Courtney Montoya,F,1000,49.95,Brittanyhaven,Kansas,,,ABCDE,clear,Clothing,Nixon-Hamilton,5,SAVE10,2023-07-06,2023-04-15,24805951-df0b-4fd7-8310-245f5c278442,6084364150667,Pending,Bank Transfer,0,Good,1,5.0,200
Regina Hudson,Female,1000,100000,Andersonville,Illinois,123-abc-7890,rleach@hotmail.com,,court,,Vega PLC,10%,SAVE10,2023-07-30,2022-11-13,afa7f943-3c20-4928-9fb7-8e8e24f00b7f,9594733986270,Delivered,PayPal,0,,0,,
Lindsey Moore,M,4,100000,Port Kathy,South Dakota,123-abc-7890,,ABCDE,enter,,Lynch-Mckenzie,5,12345,2022-02-23,2023-12-10,8831ec63-e6c7-48d8-a564-9094aae85a64,4671416695591,Cancelled,Credit Card,,Good,no,0.0,
Megan Randolph,F,-5,,Port Kevinside,New Mexico,,,,country,,Clark PLC,,,2022-04-26,2024-04-23,ffb99aad-11fb-48da-abe7-058ecf0fbed7,5846778427282,,PayPal,,Bad,0,-1,two hundred
Chris Mckee,,1000,-10,New Jeffrey,Nebraska,,,,degree,Clothing,Garcia-Miller,10%,,2023-04-03,2023-07-15,cd32db2b-8988-4afb-8f93-ae4fc9f9cb08,9192525249901,Pending,Credit Card,free,Average,0,10.0,two hundred
Robin Bennett,,2,19.99,Port Susan,Rhode Island,626-858-1745x83231,not-an-email,34634,office,Electronics,Bennett PLC,five,SAVE10,2022-09-12,2024-07-25,c2eb90e6-b3f9-4a49-bcd7-2e02621c55a6,5753282275844,Delivered,PayPal,,Bad,,0.0,
Julie Barnes,Male,,0,Port Sara,Arizona,,,ABCDE,design,,Smith Group,10%,SAVE10,2022-08-12,2022-01-20,1cdaa75e-4925-4fed-8b90-fa04b7b11a1b,9333265457618,,Bank Transfer,0,Average,no,5.0,
Elizabeth Garcia,Women,,,New Alexandrastad,Alaska,,not-an-email,ABCDE,little,Food,"Hill, Robinson and Carpenter",,SAVE10,2022-08-21,2023-05-31,97c7e467-ea4f-40c4-85bc-dabc838eebcc,8548582557915,,PayPal,10.0,Bad,,-1,
Heather Richardson MD,Female,,19.99,Stoneburgh,Idaho,,,,defense,Food,Ho-Bauer,,,2022-09-13,2022-09-19,68b59c61-5046-43e3-be42-a6e4877d4481,3792392314779,Cancelled,,,,0,0.0,
Melissa Ashley,,1,49.95,New Carla,Nevada,,not-an-email,,cut,,"Hicks, Silva and Becker",five,DISCOUNT,2023-04-30,2024-09-17,d52cb8e9-9e54-497d-bcb5-00dac12dbd8b,7210123911470,,Bank Transfer,5.99,,1,5.0,100
Kenneth Brown,Male,-5,49.95,Amandashire,Kentucky,123-abc-7890,,ABCDE,coach,,Perez-Elliott,10%,DISCOUNT,2023-11-22,2023-03-23,9c1f93ad-d637-41cb-96f3-b3d7ef047b0b,5358834504191,Delivered,,free,,,5.0,two hundred
Mr. Frank Glenn,F,,19.99,Austintown,New York,,romanjames@castillo-hogan.net,ABCDE,call,,Yang-Johnson,,12345,2022-10-27,2022-02-20,60f4578c-93ae-4a69-b137-1bc2c4a9121a,1514578737507,,PayPal,10.0,Average,yes,-1,
Caitlin Nelson,,-5,19.99,Pearsonchester,North Carolina,001-896-843-4025x969,,ABCDE,spend,,Frazier Ltd,10,,2022-06-14,2022-09-07,41873058-dedd-49a9-8c04-7c7813920815,8284517832480,,PayPal,10.0,Bad,no,10.0,100
Brandy Collins,Men,1,19.99,Timothyhaven,Oklahoma,,not-an-email,71058,when,Other,"Jarvis, Marshall and Hartman",,DISCOUNT,2022-10-17,2023-04-07,f0308e0c-0eb4-462e-a77d-195a6562ed26,3801617972370,,,5.99,Good,,,100
David Wagner,F,1,100000,Jessicaville,North Carolina,123-abc-7890,,05653,myself,Clothing,Simmons-Moreno,,SAVE10,2022-04-04,2022-06-27,1c21a9de-bcd8-4444-84fd-41b9294d95e8,5161153073022,,Credit Card,,Bad,0,0.0,
Lauren Beck,Women,3,100000,West Tamara,Utah,,not-an-email,,sister,Electronics,Reynolds and Sons,10,12345,2022-05-31,2024-01-14,d9f3d9ea-da6e-4844-9bf4-e4f4657d2a50,6791355638485,Cancelled,Credit Card,0,Good,0,,100
Melissa Walton,Men,3,,Debbieside,South Dakota,,moorelori@watkins.com,ABCDE,probably,,Russell-Gonzalez,,SAVE10,2022-04-26,2024-02-18,15a56f52-2186-4f13-9d86-42cd3259d44b,5185105925870,Delivered,,0,,,10.0,two hundred
Anthony Hayes,Male,-5,49.95,New John,Kentucky,123-abc-7890,not-an-email,,evidence,Clothing,Rose LLC,,SAVE10,2022-12-14,2023-02-14,7344d13f-434a-4b67-ad97-619cdd20be1f,8571512614365,Delivered,,10.0,,1,-1,
Angela Wells,Female,,20$,Watkinsport,Massachusetts,,linda53@baker.net,,phone,,Church-Nunez,5,SAVE10,2022-11-08,2023-04-22,dff06451-a688-4145-8ac1-00ea8697fb11,1677017636875,,PayPal,free,Average,yes,,two hundred
Madison Cruz,M,1000,-10,South Kathy,New Mexico,123-abc-7890,,ABCDE,analysis,,Lopez and Sons,,,2023-01-04,2024-06-09,b11b4783-0ed3-4b24-98f2-16be4843cce3,1935651408204,Pending,,,Good,no,-1,two hundred
Scott Roth,Women,,,Laceyfort,Massachusetts,503.424.1128x500,normalucas@hunt.com,99584,make,,Cochran Group,,,2022-08-14,2023-10-02,31596e0f-df48-4905-906e-9a0b4e0c5fb0,1007877882660,Delivered,PayPal,0,,0,,
Kevin Jimenez,F,3,100000,North Christopher,Florida,,uwashington@evans-white.org,53845,issue,Other,Knight Group,,DISCOUNT,2022-06-01,2023-02-03,0ad2def3-a3b4-4fe8-859f-e1e9f0cc05af,9845990776631,Pending,Bank Transfer,,Bad,,-1,200
Emily Rose,M,5,,New Luke,Nebraska,+1-157-995-7637x28088,kimberly20@yahoo.com,37308,decide,Other,Baker-Mcneil,,DISCOUNT,2023-01-14,2024-11-01,db3f4708-a675-4f91-84de-ed8256c6457b,2277863228256,Pending,PayPal,free,Good,,-1,
Carrie Franklin,F,5,49.95,Adrianhaven,Colorado,,robertschristine@marsh.org,,growth,Clothing,"Holmes, Wong and Palmer",,,2023-10-27,2022-12-04,a5806832-a128-4dc7-aff4-47c65cc32e89,6193580125141,Pending,Bank Transfer,0,,,,two hundred
Nathaniel Butler,,three,100000,New Johnland,Maine,+1-544-156-4152,not-an-email,ABCDE,yard,,"Conley, Willis and Lewis",5,12345,2022-01-18,2022-09-10,8c74d5d5-c1b3-4b2d-914d-46c6261e290f,4168288774993,Cancelled,Bank Transfer,,Average,1,,100
Carolyn Rogers,Women,3,19.99,New Laura,Virginia,,not-an-email,,out,Food,"Nguyen, Williams and Callahan",,,2022-05-13,2024-10-04,e778fcbf-1f78-4769-811f-d3a6c0330ba3,3493504601472,,PayPal,,Bad,yes,0.0,
Brittany Webb,,,,Port Ericville,Mississippi,,,68766,strategy,Electronics,Macias Inc,10%,,2022-03-27,2024-09-17,d5d68ce6-aefe-48fc-a47a-07d435890afa,4969044913225,Cancelled,PayPal,10.0,Good,0,,
Jennifer Mckay,,10,20$,New Jason,Louisiana,,,06268,firm,,Taylor Inc,5,,2023-05-05,2024-09-15,febc87f2-230c-4d34-928d-7157ce4e644f,0939247631893,,PayPal,free,Good,1,0.0,
Timothy Myers,Women,5,20$,Jacksonfort,West Virginia,123-abc-7890,michael14@hotmail.com,ABCDE,experience,,"Reeves, Ortega and Miller",10%,,2022-07-31,2023-05-22,50877d87-e799-417b-a8eb-8b48a7bb38d4,9278323633088,Pending,Credit Card,,Good,yes,5.0,
Angela Kelly,,4,0,Kruegerstad,Connecticut,001-267-742-0893x30520,not-an-email,ABCDE,decision,Clothing,"Roberts, Hamilton and Carlson",10%,SAVE10,2022-03-10,2023-11-30,0ad0784f-3b3d-4b06-b093-d27766415b46,0476654868226,,Credit Card,0,,yes,-1,two hundred
Michael Schwartz,,1,19.99,South Kevin,Tennessee,123-abc-7890,davidmeadows@oliver.info,,player,Clothing,"Leach, Smith and Osborn",,DISCOUNT,2022-07-16,2024-07-27,a23cc6f1-9e3a-4823-bb6a-3891c1d89e67,9192718916849,Pending,PayPal,,Good,yes,10.0,two hundred
David Guerrero,Women,1,49.95,New Jeanettebury,Hawaii,,carlmoore@sawyer.com,,peace,,Gutierrez-Davis,10%,DISCOUNT,2023-07-23,2022-11-24,53d64322-0412-48c7-9d22-7c4013fa8563,0651043304046,,PayPal,,,,,two hundred
Daniel Ochoa,,4,,Lake Laura,Delaware,,emaldonado@yahoo.com,65110,institution,,Woodward-Martin,five,SAVE10,2022-10-09,2022-11-22,673e5153-56f6-45df-8914-49fcaa9fbfb8,6837429367124,Cancelled,,5.99,,,,two hundred
Ashley Perry,M,1000,,New Teresaberg,South Dakota,,not-an-email,,hit,,Gregory-Anderson,,SAVE10,2023-12-02,2024-10-24,995d97b2-a899-4b14-82b3-a9b1daf9cc76,7977725036160,,,free,,0,,200
Thomas Riddle,M,10,20$,East James,Delaware,,,,bar,Food,"Cox, Carlson and Castillo",10%,,2022-05-22,2023-08-12,9394b2b2-e65e-4a90-8191-a2c1425d2736,1053891646122,,PayPal,free,,,,
Sharon Jackson,M,,20$,Chelseaton,Mississippi,,melissashea@hotmail.com,80628,follow,Clothing,"Myers, Nelson and Dean",10,,2022-08-20,2022-04-24,efdc4816-92a5-4166-b36d-cf5e1dcd266e,2558787171164,Delivered,Bank Transfer,5.99,,0,0.0,
Barbara Padilla,Female,10,100000,Gregoryville,Montana,+1-103-000-1327x541,,,clearly,Food,"Long, Barry and Jones",,,2022-08-31,2023-02-13,c1111d3a-b8a5-4959-a900-5ed2d67bc856,8943407382688,Pending,PayPal,free,,no,-1,100
Carolyn Brown,Male,-5,,Nelsonburgh,Ohio,(351)733-0601x4792,,ABCDE,few,,Hughes-Hart,5,DISCOUNT,2022-08-18,2022-08-21,8a3a0cab-3e91-403d-918f-2e865ab89115,0664511174850,Delivered,Credit Card,free,,,10.0,100
Brian Gonzales,,1,,Gomeztown,Louisiana,,haleyreilly@gutierrez.com,ABCDE,high,Electronics,"Curry, Barr and Powell",,SAVE10,2022-04-13,2024-06-05,b0586cbf-67e6-46d4-8ae0-ccf9de07924b,1827643183773,Cancelled,,0,Bad,0,10.0,
Anthony Giles,Women,,0,Shelleyville,Arkansas,,gardnerkyle@yahoo.com,,peace,Electronics,"Wade, Jordan and Avila",,DISCOUNT,2022-11-04,2022-08-12,332f221b-6cbb-4a81-b689-b168c0c68439,7968539194474,,,,,no,,
Lisa Bell,Men,5,,South Lisa,North Dakota,123-abc-7890,santiagokimberly@gmail.com,ABCDE,us,Clothing,White-Bryant,,SAVE10,2023-08-25,2024-04-03,80db06ef-cdf9-42ba-a0f8-6950725557eb,2091767601867,,,0,Good,1,5.0,100
Jessica Gamble,,,0,South Laura,Hawaii,,not-an-email,32356,thus,Other,Booth-Foley,10,DISCOUNT,2023-08-05,2024-06-01,e6beb710-b9ae-4fa0-b6a3-45958fdec087,5693045393548,Cancelled,,,,1,5.0,100
Barbara Harrison,,three,,East Andrew,Nebraska,123-abc-7890,davisluis@ortiz.com,ABCDE,sister,Clothing,Campbell Inc,10%,SAVE10,2022-06-25,2022-03-18,6a2b637e-a1fe-42c1-87d7-3637261850db,0101783058070,Cancelled,,free,,0,,
Bradley Cobb,Women,1000,,West Larry,North Carolina,001-686-069-6015x4307,,,financial,,Edwards LLC,,,2022-08-01,2023-02-20,4d102a5b-7a91-4dfa-85ad-2f365655cba7,7698536598455,Delivered,,,Average,,,
Cheryl Robinson,Men,5,100000,Port Gregg,West Virginia,,,,various,,Mayer-Morales,5,,2022-11-17,2022-10-02,128eed34-a65f-440c-9169-fb19c4cb9116,3805307716886,Cancelled,Credit Card,0,,0,10.0,100
Nicholas Ruiz,Male,1000,20$,East Amandahaven,Rhode Island,123-abc-7890,not-an-email,,break,,"Trevino, Sherman and Atkins",10%,DISCOUNT,2022-04-02,2023-04-24,00d06a9e-4bf4-4774-99fa-9794429cc246,7825640859572,,,10.0,,,-1,100
Monique Howard,,2,100000,Jeanettechester,North Carolina,091-088-4308x48104,,,star,Other,Simpson-Cox,,DISCOUNT,2022-02-19,2024-05-05,5100ac6e-7d2f-4971-917a-2fbbfdeef6e8,6586819153877,,,10.0,Good,1,0.0,
Janet Scott,Male,-5,100000,Lake Tina,Oregon,001-432-058-3055x978,,,treatment,Food,"Peterson, Peterson and Hernandez",10,,2022-01-22,2022-12-26,e0f237d1-e3b7-4258-b068-3795c9b2e88f,1897687779256,,,,Good,,10.0,100
